"Delovno aktivno prebivalstvo po: OBÈINE, LETO, SPOL , DOSEŽENA IZOBRAZBA"

"Obèine";"Leto";"Spol";"Izobrazba - SKUPAJ";"Osnovnošolska ali manj";"Srednješolska";"Višješolska, visokošolska";"Neznano"
" ";" ";"Ženske";947;111;538;297;1
" ";"2011"
" ";" ";"Spol - SKUPAJ";2228;310;1317;601;-
" ";" ";"Moški";1241;197;785;259;-
" ";" ";"Ženske";987;113;532;342;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";2176;251;1294;631;-
" ";" ";"Moški";1206;158;775;273;-
" ";" ";"Ženske";970;93;519;358;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";2179;247;1275;657;-
" ";" ";"Moški";1205;152;773;280;-
" ";" ";"Ženske";974;95;502;377;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";2196;248;1237;711;-
" ";" ";"Moški";1221;155;760;306;-
" ";" ";"Ženske";975;93;477;405;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";2188;231;1219;738;-
" ";" ";"Moški";1175;136;721;318;-
" ";" ";"Ženske";1013;95;498;420;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";2269;229;1241;799;-
" ";" ";"Moški";1211;134;745;332;-
" ";" ";"Ženske";1058;95;496;467;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";2329;222;1262;845;-
" ";" ";"Moški";1255;137;762;356;-
" ";" ";"Ženske";1074;85;500;489;-
"Brda"
" ";"2005"
" ";" ";"Spol - SKUPAJ";2074;348;1308;368;50
" ";" ";"Moški";1115;221;705;157;32
" ";" ";"Ženske";959;128;603;211;18
" ";"2006"
" ";" ";"Spol - SKUPAJ";2106;338;1322;397;48
" ";" ";"Moški";1134;219;718;165;32
" ";" ";"Ženske";972;120;604;232;16
" ";"2007"
" ";" ";"Spol - SKUPAJ";2227;362;1383;436;46
" ";" ";"Moški";1201;238;763;169;32
" ";" ";"Ženske";1026;124;620;267;15
" ";"2008"
" ";" ";"Spol - SKUPAJ";2274;358;1402;469;45
" ";" ";"Moški";1207;235;761;182;29
" ";" ";"Ženske";1067;123;641;287;16
" ";"2009"
" ";" ";"Spol - SKUPAJ";2165;259;1413;463;30
" ";" ";"Moški";1154;176;778;179;21
" ";" ";"Ženske";1011;84;635;284;9
" ";"2010"
" ";" ";"Spol - SKUPAJ";2128;232;1384;485;27
" ";" ";"Moški";1117;158;751;188;20
" ";" ";"Ženske";1011;74;633;297;7
" ";"2011"
" ";" ";"Spol - SKUPAJ";2109;220;1368;521;-
" ";" ";"Moški";1102;149;751;202;-
" ";" ";"Ženske";1007;71;617;319;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";2064;211;1321;532;-
" ";" ";"Moški";1089;147;735;207;-
" ";" ";"Ženske";975;64;586;325;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";2044;202;1286;556;-
" ";" ";"Moški";1069;135;711;223;-
" ";" ";"Ženske";975;67;575;333;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";2096;197;1309;590;-
" ";" ";"Moški";1101;135;726;240;-
" ";" ";"Ženske";995;62;583;350;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";2115;193;1307;615;-
" ";" ";"Moški";1120;129;748;243;-
" ";" ";"Ženske";995;64;559;372;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";2157;186;1301;670;-
" ";" ";"Moški";1148;127;759;262;-
" ";" ";"Ženske";1009;59;542;408;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";2202;178;1296;728;-
" ";" ";"Moški";1158;120;753;285;-
" ";" ";"Ženske";1044;58;543;443;-
"Brezovica"
" ";"2005"
" ";" ";"Spol - SKUPAJ";4234;607;2669;948;10
" ";" ";"Moški";2306;368;1543;391;5
" ";" ";"Ženske";1928;240;1126;557;5
" ";"2006"
" ";" ";"Spol - SKUPAJ";4302;599;2682;1012;10
" ";" ";"Moški";2355;371;1563;416;5
" ";" ";"Ženske";1948;228;1119;596;5
" ";"2007"
" ";" ";"Spol - SKUPAJ";4489;599;2800;1082;8
" ";" ";"Moški";2473;378;1648;444;3
" ";" ";"Ženske";2016;221;1153;638;5
" ";"2008"
" ";" ";"Spol - SKUPAJ";4647;602;2869;1168;8
" ";" ";"Moški";2552;383;1686;480;3
" ";" ";"Ženske";2095;219;1183;688;5
" ";"2009"
" ";" ";"Spol - SKUPAJ";4745;515;2935;1293;2
" ";" ";"Moški";2593;332;1735;525;1
" ";" ";"Ženske";2152;183;1200;768;1
" ";"2010"
" ";" ";"Spol - SKUPAJ";4821;519;2920;1379;3
" ";" ";"Moški";2624;342;1720;560;2
" ";" ";"Ženske";2197;177;1200;819;1
" ";"2011"
" ";" ";"Spol - SKUPAJ";4816;461;2838;1517;-
" ";" ";"Moški";2580;294;1670;616;-
" ";" ";"Ženske";2236;167;1168;901;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";4779;415;2765;1599;-
" ";" ";"Moški";2573;263;1646;664;-
" ";" ";"Ženske";2206;152;1119;935;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";4814;368;2740;1706;-
" ";" ";"Moški";2565;226;1644;695;-
" ";" ";"Ženske";2249;142;1096;1011;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";4913;353;2759;1801;-
" ";" ";"Moški";2628;215;1670;743;-
" ";" ";"Ženske";2285;138;1089;1058;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";4959;339;2762;1858;-
" ";" ";"Moški";2651;201;1682;768;-
" ";" ";"Ženske";2308;138;1080;1090;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";5152;329;2842;1981;-
" ";" ";"Moški";2778;195;1761;822;-
" ";" ";"Ženske";2374;134;1081;1159;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";5326;324;2869;2133;-
" ";" ";"Moški";2815;188;1758;869;-
" ";" ";"Ženske";2511;136;1111;1264;-
"Brežice"
" ";"2005"
" ";" ";"Spol - SKUPAJ";9154;1634;5672;1532;317
" ";" ";"Moški";5318;1062;3375;645;237
" ";" ";"Ženske";3836;572;2298;887;80
" ";"2006"
" ";" ";"Spol - SKUPAJ";9361;1591;5827;1626;317
" ";" ";"Moški";5427;1038;3476;672;240
" ";" ";"Ženske";3934;553;2351;954;77
" ";"2007"
" ";" ";"Spol - SKUPAJ";9791;1671;6024;1766;331
" ";" ";"Moški";5669;1117;3567;724;260
" ";" ";"Ženske";4122;553;2456;1042;71
" ";"2008"
" ";" ";"Spol - SKUPAJ";10004;1715;6080;1887;321
" ";" ";"Moški";5753;1142;3607;764;240
" ";" ";"Ženske";4250;573;2474;1123;81
" ";"2009"
" ";" ";"Spol - SKUPAJ";9699;1446;6058;1986;208
" ";" ";"Moški";5542;960;3600;831;151
" ";" ";"Ženske";4157;487;2458;1156;56
" ";"2010"
" ";" ";"Spol - SKUPAJ";9422;1269;5924;2059;170
" ";" ";"Moški";5397;867;3563;835;132
" ";" ";"Ženske";4025;402;2361;1224;38
" ";"2011"
" ";" ";"Spol - SKUPAJ";9419;1289;5936;2194;-
" ";" ";"Moški";5373;874;3606;893;-
" ";" ";"Ženske";4046;415;2330;1301;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";8967;1040;5681;2246;-
" ";" ";"Moški";5056;686;3455;915;-
" ";" ";"Ženske";3911;354;2226;1331;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";8961;1002;5601;2358;-
" ";" ";"Moški";5033;645;3424;964;-
" ";" ";"Ženske";3928;357;2177;1394;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";8999;898;5627;2474;-
" ";" ";"Moški";5097;596;3495;1006;-
" ";" ";"Ženske";3902;302;2132;1468;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";9066;810;5679;2577;-
" ";" ";"Moški";5121;520;3550;1051;-
" ";" ";"Ženske";3945;290;2129;1526;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";9103;728;5647;2728;-
" ";" ";"Moški";5064;472;3506;1086;-
" ";" ";"Ženske";4039;256;2141;1642;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";9594;771;5900;2923;-
" ";" ";"Moški";5375;510;3715;1150;-
" ";" ";"Ženske";4219;261;2185;1773;-
"Cankova"
" ";"2005"
" ";" ";"Spol - SKUPAJ";675;201;384;80;9
" ";" ";"Moški";400;132;220;40;6
" ";" ";"Ženske";275;69;163;40;3
" ";"2006"
" ";" ";"Spol - SKUPAJ";700;207;401;83;10
" ";" ";"Moški";416;138;230;41;7
" ";" ";"Ženske";284;68;171;42;3
" ";"2007"
" ";" ";"Spol - SKUPAJ";704;197;414;86;6
" ";" ";"Moški";405;131;230;39;5
" ";" ";"Ženske";299;66;184;47;1
" ";"2008"
" ";" ";"Spol - SKUPAJ";716;204;412;96;5
" ";" ";"Moški";408;133;227;44;4
" ";" ";"Ženske";308;71;185;52;1
" ";"2009"
" ";" ";"Spol - SKUPAJ";631;155;366;103;7
" ";" ";"Moški";368;105;208;49;6
" ";" ";"Ženske";263;50;158;54;1
" ";"2010"
" ";" ";"Spol - SKUPAJ";649;145;387;108;9
" ";" ";"Moški";378;103;215;52;8
" ";" ";"Ženske";271;42;172;56;1
" ";"2011"
" ";" ";"Spol - SKUPAJ";627;131;378;118;-
" ";" ";"Moški";367;93;219;55;-
" ";" ";"Ženske";260;38;159;63;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";621;117;367;137;-
" ";" ";"Moški";362;88;210;64;-
" ";" ";"Ženske";259;29;157;73;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";594;92;358;144;-
" ";" ";"Moški";343;66;205;72;-
" ";" ";"Ženske";251;26;153;72;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";582;97;345;140;-
" ";" ";"Moški";334;69;198;67;-
" ";" ";"Ženske";248;28;147;73;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";548;70;339;139;-
" ";" ";"Moški";294;43;188;63;-
" ";" ";"Ženske";254;27;151;76;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";555;61;340;154;-
" ";" ";"Moški";299;39;188;72;-
" ";" ";"Ženske";256;22;152;82;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";584;66;338;180;-
" ";" ";"Moški";323;46;194;83;-
" ";" ";"Ženske";261;20;144;97;-
"Celje"
" ";"2005"
" ";" ";"Spol - SKUPAJ";19027;3353;10630;4873;171
" ";" ";"Moški";10437;2214;5985;2147;90
" ";" ";"Ženske";8590;1139;4645;2726;80
" ";"2006"
" ";" ";"Spol - SKUPAJ";19752;3601;10870;5125;157
" ";" ";"Moški";10965;2422;6225;2231;88
" ";" ";"Ženske";8787;1179;4646;2894;69
" ";"2007"
" ";" ";"Spol - SKUPAJ";20863;3899;11436;5392;136
" ";" ";"Moški";11821;2719;6720;2314;68
" ";" ";"Ženske";9042;1180;4716;3078;68
" ";"2008"
" ";" ";"Spol - SKUPAJ";21321;3997;11626;5566;131
" ";" ";"Moški";12224;2899;6896;2365;64
" ";" ";"Ženske";9097;1098;4730;3201;67
" ";"2009"
" ";" ";"Spol - SKUPAJ";20040;2995;11354;5627;63
" ";" ";"Moški";11347;2082;6822;2409;34
" ";" ";"Ženske";8693;914;4532;3219;29
" ";"2010"
" ";" ";"Spol - SKUPAJ";19140;2577;10746;5758;59
" ";" ";"Moški";10677;1728;6467;2449;33
" ";" ";"Ženske";8463;849;4279;3309;26
" ";"2011"
" ";" ";"Spol - SKUPAJ";19045;2362;10589;6094;-
" ";" ";"Moški";10548;1531;6439;2578;-
" ";" ";"Ženske";8497;831;4150;3516;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";18267;2026;10066;6175;-
" ";" ";"Moški";10042;1297;6139;2606;-
" ";" ";"Ženske";8225;729;3927;3569;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";18293;1909;10118;6266;-
" ";" ";"Moški";10143;1240;6245;2658;-
" ";" ";"Ženske";8150;669;3873;3608;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";18329;1781;10154;6394;-
" ";" ";"Moški";10208;1155;6355;2698;-
" ";" ";"Ženske";8121;626;3799;3696;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";18539;1735;10209;6595;-
" ";" ";"Moški";10314;1117;6427;2770;-
" ";" ";"Ženske";8225;618;3782;3825;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";19322;1740;10646;6936;-
" ";" ";"Moški";10831;1129;6810;2892;-
" ";" ";"Ženske";8491;611;3836;4044;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";20493;1846;11275;7372;-
" ";" ";"Moški";11618;1232;7331;3055;-
" ";" ";"Ženske";8875;614;3944;4317;-
"Cerklje na Gorenjskem"
" ";"2005"
" ";" ";"Spol - SKUPAJ";2727;619;1655;426;27
" ";" ";"Moški";1548;394;963;169;21
" ";" ";"Ženske";1179;225;692;257;5
" ";"2006"
" ";" ";"Spol - SKUPAJ";2782;639;1669;449;25
" ";" ";"Moški";1607;431;968;188;21
" ";" ";"Ženske";1175;208;701;261;5
" ";"2007"
" ";" ";"Spol - SKUPAJ";2876;643;1698;511;24
" ";" ";"Moški";1653;437;982;215;19
" ";" ";"Ženske";1223;206;715;296;5
" ";"2008"
" ";" ";"Spol - SKUPAJ";2977;635;1747;574;21
" ";" ";"Moški";1715;444;1010;243;17
" ";" ";"Ženske";1262;191;737;331;4
" ";"2009"
" ";" ";"Spol - SKUPAJ";2995;514;1829;628;24
" ";" ";"Moški";1733;388;1057;267;21
" ";" ";"Ženske";1262;126;772;361;3
" ";"2010"
" ";" ";"Spol - SKUPAJ";2909;432;1783;677;17
" ";" ";"Moški";1645;319;1037;276;13
" ";" ";"Ženske";1264;113;746;401;4
" ";"2011"
" ";" ";"Spol - SKUPAJ";2948;397;1775;776;-
" ";" ";"Moški";1617;279;1026;312;-
" ";" ";"Ženske";1331;118;749;464;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";2924;359;1760;805;-
" ";" ";"Moški";1596;245;1035;316;-
" ";" ";"Ženske";1328;114;725;489;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";3010;350;1775;885;-
" ";" ";"Moški";1629;239;1044;346;-
" ";" ";"Ženske";1381;111;731;539;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";3069;339;1809;921;-
" ";" ";"Moški";1675;229;1090;356;-
" ";" ";"Ženske";1394;110;719;565;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";3185;327;1856;1002;-
" ";" ";"Moški";1727;213;1121;393;-
" ";" ";"Ženske";1458;114;735;609;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";3295;337;1894;1064;-
" ";" ";"Moški";1780;227;1135;418;-
" ";" ";"Ženske";1515;110;759;646;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";3381;342;1896;1143;-
" ";" ";"Moški";1824;242;1121;461;-
" ";" ";"Ženske";1557;100;775;682;-
"Cerknica"
" ";"2005"
" ";" ";"Spol - SKUPAJ";4678;979;2774;888;37
" ";" ";"Moški";2629;571;1639;387;32
" ";" ";"Ženske";2049;408;1135;501;5
" ";"2006"
" ";" ";"Spol - SKUPAJ";4757;964;2828;929;36
" ";" ";"Moški";2672;590;1670;388;25
" ";" ";"Ženske";2084;374;1158;541;11
" ";"2007"
" ";" ";"Spol - SKUPAJ";5027;1021;2965;1004;37
" ";" ";"Moški";2853;643;1769;416;24
" ";" ";"Ženske";2174;378;1196;588;13
" ";"2008"
" ";" ";"Spol - SKUPAJ";5138;1056;2985;1071;25
" ";" ";"Moški";2942;698;1779;445;20
" ";" ";"Ženske";2195;358;1206;626;5
" ";"2009"
" ";" ";"Spol - SKUPAJ";4977;823;3013;1122;19
" ";" ";"Moški";2832;546;1820;455;11
" ";" ";"Ženske";2145;277;1193;667;8
" ";"2010"
" ";" ";"Spol - SKUPAJ";4848;712;2953;1168;15
" ";" ";"Moški";2736;454;1806;470;6
" ";" ";"Ženske";2112;258;1147;698;9
" ";"2011"
" ";" ";"Spol - SKUPAJ";4852;676;2899;1277;-
" ";" ";"Moški";2732;417;1788;527;-
" ";" ";"Ženske";2120;259;1111;750;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";4726;606;2811;1309;-
" ";" ";"Moški";2661;370;1760;531;-
" ";" ";"Ženske";2065;236;1051;778;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";4679;551;2779;1349;-
" ";" ";"Moški";2616;325;1743;548;-
" ";" ";"Ženske";2063;226;1036;801;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";4777;506;2827;1444;-
" ";" ";"Moški";2653;305;1757;591;-
" ";" ";"Ženske";2124;201;1070;853;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";4801;463;2842;1496;-
" ";" ";"Moški";2650;270;1773;607;-
" ";" ";"Ženske";2151;193;1069;889;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";4916;456;2880;1580;-
" ";" ";"Moški";2716;271;1808;637;-
" ";" ";"Ženske";2200;185;1072;943;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";4993;423;2889;1681;-
" ";" ";"Moški";2776;252;1830;694;-
" ";" ";"Ženske";2217;171;1059;987;-
"Cerkno"
" ";"2005"
" ";" ";"Spol - SKUPAJ";2346;798;1205;341;2
" ";" ";"Moški";1337;413;783;140;1
" ";" ";"Ženske";1009;385;422;201;1
" ";"2006"
" ";" ";"Spol - SKUPAJ";2360;787;1206;365;2
" ";" ";"Moški";1350;414;780;154;1
" ";" ";"Ženske";1010;373;425;211;1
" ";"2007"
" ";" ";"Spol - SKUPAJ";2376;762;1231;382;1
" ";" ";"Moški";1357;403;801;154;-
" ";" ";"Ženske";1019;359;431;228;1
" ";"2008"
" ";" ";"Spol - SKUPAJ";2353;728;1234;390;1
" ";" ";"Moški";1355;394;800;160;-
" ";" ";"Ženske";998;333;434;230;1
" ";"2009"
" ";" ";"Spol - SKUPAJ";2232;614;1243;375;-
" ";" ";"Moški";1292;343;797;152;-
" ";" ";"Ženske";940;271;447;223;-
" ";"2010"
" ";" ";"Spol - SKUPAJ";2221;573;1260;388;-
" ";" ";"Moški";1299;321;815;163;-
" ";" ";"Ženske";922;252;445;225;-
" ";"2011"
" ";" ";"Spol - SKUPAJ";2211;551;1250;410;-
" ";" ";"Moški";1292;309;811;172;-
" ";" ";"Ženske";919;242;439;238;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";2209;531;1247;431;-
" ";" ";"Moški";1294;299;818;177;-
" ";" ";"Ženske";915;232;429;254;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";2154;500;1207;447;-
" ";" ";"Moški";1246;278;789;179;-
" ";" ";"Ženske";908;222;418;268;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";2145;459;1210;476;-
" ";" ";"Moški";1240;259;787;194;-
" ";" ";"Ženske";905;200;423;282;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";2070;396;1168;506;-
" ";" ";"Moški";1172;209;761;202;-
" ";" ";"Ženske";898;187;407;304;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";2031;360;1152;519;-
" ";" ";"Moški";1156;194;740;222;-
" ";" ";"Ženske";875;166;412;297;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";2069;355;1170;544;-
" ";" ";"Moški";1163;186;750;227;-
" ";" ";"Ženske";906;169;420;317;-
"Cerkvenjak"
" ";"2005"
" ";" ";"Spol - SKUPAJ";752;204;405;49;94
" ";" ";"Moški";458;126;250;16;66
" ";" ";"Ženske";294;78;155;33;28
" ";"2006"
" ";" ";"Spol - SKUPAJ";795;212;440;51;92
" ";" ";"Moški";480;132;265;17;66
" ";" ";"Ženske";315;80;175;34;26
" ";"2007"
" ";" ";"Spol - SKUPAJ";850;224;471;62;93
" ";" ";"Moški";521;143;290;19;70
" ";" ";"Ženske";329;81;181;43;24
" ";"2008"
" ";" ";"Spol - SKUPAJ";889;248;489;63;89
" ";" ";"Moški";555;162;311;20;62
" ";" ";"Ženske";334;86;178;43;27
" ";"2009"
" ";" ";"Spol - SKUPAJ";838;229;480;67;62
" ";" ";"Moški";529;156;310;23;39
" ";" ";"Ženske";309;73;169;44;23
" ";"2010"
" ";" ";"Spol - SKUPAJ";806;206;486;76;38
" ";" ";"Moški";486;127;309;26;24
" ";" ";"Ženske";320;79;177;50;14
" ";"2011"
" ";" ";"Spol - SKUPAJ";819;236;493;90;-
" ";" ";"Moški";475;130;313;32;-
" ";" ";"Ženske";344;106;180;58;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";800;229;477;94;-
" ";" ";"Moški";468;130;304;34;-
" ";" ";"Ženske";332;99;173;60;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";813;208;501;104;-
" ";" ";"Moški";485;119;328;38;-
" ";" ";"Ženske";328;89;173;66;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";860;194;544;122;-
" ";" ";"Moški";527;111;373;43;-
" ";" ";"Ženske";333;83;171;79;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";845;158;553;134;-
" ";" ";"Moški";528;93;385;50;-
" ";" ";"Ženske";317;65;168;84;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";846;129;569;148;-
" ";" ";"Moški";522;74;387;61;-
" ";" ";"Ženske";324;55;182;87;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";860;125;572;163;-
" ";" ";"Moški";529;70;391;68;-
" ";" ";"Ženske";331;55;181;95;-
"Cirkulane"
" ";"2005"
" ";" ";"Spol - SKUPAJ";-;-;-;-;-
" ";" ";"Moški";-;-;-;-;-
" ";" ";"Ženske";-;-;-;-;-
" ";"2006"
" ";" ";"Spol - SKUPAJ";-;-;-;-;-
" ";" ";"Moški";-;-;-;-;-
" ";" ";"Ženske";-;-;-;-;-
" ";"2007"
" ";" ";"Spol - SKUPAJ";887;252;506;78;51
" ";" ";"Moški";561;180;315;36;30
" ";" ";"Ženske";326;72;190;42;21
" ";"2008"
" ";" ";"Spol - SKUPAJ";957;264;569;82;42
" ";" ";"Moški";598;183;364;33;18
" ";" ";"Ženske";359;80;206;49;24
" ";"2009"
" ";" ";"Spol - SKUPAJ";920;224;574;91;32
" ";" ";"Moški";583;152;371;45;16
" ";" ";"Ženske";337;72;203;46;16
" ";"2010"
" ";" ";"Spol - SKUPAJ";904;215;573;89;27
" ";" ";"Moški";558;144;366;34;14
" ";" ";"Ženske";346;71;207;55;13
" ";"2011"
" ";" ";"Spol - SKUPAJ";918;242;576;100;-
" ";" ";"Moški";558;145;369;44;-
" ";" ";"Ženske";360;97;207;56;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";897;212;575;110;-
" ";" ";"Moški";543;125;369;49;-
" ";" ";"Ženske";354;87;206;61;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";925;217;595;113;-
" ";" ";"Moški";559;124;384;51;-
" ";" ";"Ženske";366;93;211;62;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";963;177;657;129;-
" ";" ";"Moški";592;104;427;61;-
" ";" ";"Ženske";371;73;230;68;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";890;135;617;138;-
" ";" ";"Moški";525;65;393;67;-
" ";" ";"Ženske";365;70;224;71;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";919;118;644;157;-
" ";" ";"Moški";542;56;410;76;-
" ";" ";"Ženske";377;62;234;81;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";949;119;673;157;-
" ";" ";"Moški";568;52;439;77;-
" ";" ";"Ženske";381;67;234;80;-
"Èrenšovci"
" ";"2005"
" ";" ";"Spol - SKUPAJ";1560;404;958;169;29
" ";" ";"Moški";896;222;585;74;16
" ";" ";"Ženske";663;182;373;95;13
" ";"2006"
" ";" ";"Spol - SKUPAJ";1624;421;992;183;28
" ";" ";"Moški";953;242;614;79;18
" ";" ";"Ženske";671;180;377;104;9
" ";"2007"
" ";" ";"Spol - SKUPAJ";1691;412;1032;213;33
" ";" ";"Moški";983;243;634;87;19
" ";" ";"Ženske";707;169;398;126;14
" ";"2008"
" ";" ";"Spol - SKUPAJ";1674;411;1010;222;32
" ";" ";"Moški";964;247;614;89;14
" ";" ";"Ženske";710;164;396;133;18
" ";"2009"
" ";" ";"Spol - SKUPAJ";1508;273;968;239;27
" ";" ";"Moški";901;183;599;96;22
" ";" ";"Ženske";607;90;369;143;5
" ";"2010"
" ";" ";"Spol - SKUPAJ";1467;243;942;259;23
" ";" ";"Moški";872;162;584;106;20
" ";" ";"Ženske";595;81;358;153;3
" ";"2011"
" ";" ";"Spol - SKUPAJ";1528;259;987;282;-
" ";" ";"Moški";887;169;594;124;-
" ";" ";"Ženske";641;90;393;158;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";1403;199;909;295;-
" ";" ";"Moški";796;120;550;126;-
" ";" ";"Ženske";607;79;359;169;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";1372;185;885;302;-
" ";" ";"Moški";779;109;537;133;-
" ";" ";"Ženske";593;76;348;169;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";1332;166;858;308;-
" ";" ";"Moški";757;100;525;132;-
" ";" ";"Ženske";575;66;333;176;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";1318;141;850;327;-
" ";" ";"Moški";711;75;494;142;-
" ";" ";"Ženske";607;66;356;185;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";1358;132;881;345;-
" ";" ";"Moški";737;73;521;143;-
" ";" ";"Ženske";621;59;360;202;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";1356;128;856;372;-
" ";" ";"Moški";728;70;503;155;-
" ";" ";"Ženske";628;58;353;217;-
"Èrna na Koroškem"
" ";"2005"
" ";" ";"Spol - SKUPAJ";1372;268;913;185;6
" ";" ";"Moški";781;140;571;65;5
" ";" ";"Ženske";591;128;342;120;1
" ";"2006"
" ";" ";"Spol - SKUPAJ";1378;264;914;192;7
" ";" ";"Moški";791;145;571;71;4
" ";" ";"Ženske";587;120;343;121;3
" ";"2007"
" ";" ";"Spol - SKUPAJ";1394;264;928;201;1
" ";" ";"Moški";786;146;569;70;1
" ";" ";"Ženske";607;117;359;131;-
" ";"2008"
" ";" ";"Spol - SKUPAJ";1408;258;934;215;2
" ";" ";"Moški";795;147;572;73;2
" ";" ";"Ženske";614;110;361;142;-
" ";"2009"
" ";" ";"Spol - SKUPAJ";1303;213;885;201;4
" ";" ";"Moški";720;116;535;67;2
" ";" ";"Ženske";583;98;350;134;2
" ";"2010"
" ";" ";"Spol - SKUPAJ";1242;188;853;199;2
" ";" ";"Moški";707;112;526;67;2
" ";" ";"Ženske";535;76;327;132;-
" ";"2011"
" ";" ";"Spol - SKUPAJ";1264;188;864;212;-
" ";" ";"Moški";716;114;533;69;-
" ";" ";"Ženske";548;74;331;143;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";1282;194;877;211;-
" ";" ";"Moški";737;116;546;75;-
" ";" ";"Ženske";545;78;331;136;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";1244;185;847;212;-
" ";" ";"Moški";711;112;520;79;-
" ";" ";"Ženske";533;73;327;133;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";1245;178;846;221;-
" ";" ";"Moški";704;111;513;80;-
" ";" ";"Ženske";541;67;333;141;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";1196;157;808;231;-
" ";" ";"Moški";678;94;494;90;-
" ";" ";"Ženske";518;63;314;141;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";1203;155;814;234;-
" ";" ";"Moški";672;96;491;85;-
" ";" ";"Ženske";531;59;323;149;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";1223;148;814;261;-
" ";" ";"Moški";672;88;489;95;-
" ";" ";"Ženske";551;60;325;166;-
"Èrnomelj"
" ";"2005"
